benchmark,kind,line,function,applicable,pragma,in_main,in_excluded_function,on_scaffolding,end
polybench/3mm,task,486,main,False,['#pragma omp task'],True,False,False,557
polybench/3mm,task,486,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,557
polybench/3mm,task,501,main,False,['#pragma omp task'],True,False,False,502
polybench/3mm,task,501,main,False,['#pragma omp task'],True,False,False,502
polybench/3mm,task,501,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,502
polybench/3mm,do_all,515,main,True,#pragma omp parallel for,True,False,True,515
polybench/3mm,do_all,516,main,True,#pragma omp parallel for,True,False,True,516
polybench/3mm,do_all,517,main,True,#pragma omp parallel for,True,False,True,517
polybench/3mm,do_all,518,main,True,#pragma omp parallel for,True,False,True,518
polybench/3mm,do_all,519,main,True,#pragma omp parallel for,True,False,True,519
polybench/3mm,do_all,520,main,True,#pragma omp parallel for,True,False,True,520
polybench/3mm,do_all,521,main,True,#pragma omp parallel for,True,False,True,521
polybench/3mm,do_all,415,init_array,True,#pragma omp parallel for,False,True,False,415
polybench/3mm,do_all,414,init_array,True,#pragma omp parallel for,False,True,False,414
polybench/3mm,do_all,418,init_array,True,#pragma omp parallel for,False,True,False,418
polybench/3mm,do_all,417,init_array,True,#pragma omp parallel for,False,True,False,417
polybench/3mm,do_all,421,init_array,True,#pragma omp parallel for,False,True,False,421
polybench/3mm,do_all,420,init_array,True,#pragma omp parallel for,False,True,False,420
polybench/3mm,do_all,424,init_array,True,#pragma omp parallel for,False,True,False,424
polybench/3mm,do_all,423,init_array,True,#pragma omp parallel for,False,True,False,423
polybench/3mm,do_all,464,kernel_3mm,True,#pragma omp parallel for,False,False,False,464
polybench/3mm,do_all,461,kernel_3mm,True,#pragma omp parallel for,False,False,False,461
polybench/3mm,do_all,460,kernel_3mm,True,#pragma omp parallel for,False,False,False,460
polybench/3mm,do_all,472,kernel_3mm,True,#pragma omp parallel for,False,False,False,472
polybench/3mm,do_all,469,kernel_3mm,True,#pragma omp parallel for,False,False,False,469
polybench/3mm,do_all,468,kernel_3mm,True,#pragma omp parallel for,False,False,False,468
polybench/3mm,do_all,480,kernel_3mm,True,#pragma omp parallel for,False,False,False,480
polybench/3mm,do_all,477,kernel_3mm,True,#pragma omp parallel for,False,False,False,477
polybench/3mm,do_all,476,kernel_3mm,True,#pragma omp parallel for,False,False,False,476
polybench/3mm,do_all,438,print_array,True,#pragma omp parallel for,False,True,False,438
polybench/3mm,do_all,437,print_array,True,#pragma omp parallel for,False,True,False,437
polybench/atax,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/atax,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/atax,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/atax,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/atax,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/atax,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/atax,task,442,main,False,['#pragma omp task'],True,False,False,494
polybench/atax,task,442,main,False,['#pragma omp task'],True,False,False,494
polybench/atax,task,442,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,494
polybench/atax,task,451,main,False,['#pragma omp task'],True,False,False,452
polybench/atax,task,451,main,False,['#pragma omp task'],True,False,False,452
polybench/atax,task,451,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,452
polybench/atax,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/atax,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/atax,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/atax,do_all,461,main,True,#pragma omp parallel for,True,False,True,461
polybench/atax,do_all,462,main,True,#pragma omp parallel for,True,False,True,462
polybench/atax,do_all,463,main,True,#pragma omp parallel for,True,False,True,463
polybench/atax,do_all,464,main,True,#pragma omp parallel for,True,False,True,464
polybench/atax,do_all,394,init_array,True,#pragma omp parallel for,False,True,False,394
polybench/atax,do_all,397,init_array,True,#pragma omp parallel for,False,True,False,397
polybench/atax,do_all,396,init_array,True,#pragma omp parallel for,False,True,False,396
polybench/atax,do_all,429,kernel_atax,True,#pragma omp parallel for,False,False,False,429
polybench/atax,do_all,434,kernel_atax,True,#pragma omp parallel for,False,False,False,434
polybench/atax,do_all,436,kernel_atax,True,#pragma omp parallel for,False,False,False,436
polybench/atax,do_all,431,kernel_atax,True,#pragma omp parallel for,False,False,False,431
polybench/atax,do_all,411,print_array,True,#pragma omp parallel for,False,True,False,411
polybench/bicg,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/bicg,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/bicg,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/bicg,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/bicg,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/bicg,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/bicg,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/bicg,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/bicg,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/bicg,task,460,main,False,['#pragma omp task'],True,False,False,461
polybench/bicg,task,460,main,False,['#pragma omp task'],True,False,False,461
polybench/bicg,task,460,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,461
polybench/bicg,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/bicg,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/bicg,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/bicg,task,452,main,False,['#pragma omp task'],True,False,False,511
polybench/bicg,task,452,main,False,['#pragma omp task'],True,False,False,511
polybench/bicg,task,452,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,511
polybench/bicg,task,475,main,False,['#pragma omp task'],True,False,True,475
polybench/bicg,task,475,main,False,['#pragma omp task'],True,False,True,475
polybench/bicg,task,475,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,475
polybench/bicg,task,478,main,False,['#pragma omp task'],True,False,True,478
polybench/bicg,task,478,main,False,['#pragma omp task'],True,False,True,478
polybench/bicg,task,478,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,478
polybench/bicg,task,479,main,False,['#pragma omp task'],True,False,True,479
polybench/bicg,task,479,main,False,['#pragma omp task'],True,False,True,479
polybench/bicg,task,479,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,479
polybench/bicg,task,472,main,False,['#pragma omp task'],True,False,False,472
polybench/bicg,task,472,main,False,['#pragma omp task'],True,False,False,472
polybench/bicg,task,472,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,472
polybench/bicg,task,475,main,False,['#pragma omp task'],True,False,True,475
polybench/bicg,task,475,main,False,['#pragma omp task'],True,False,True,475
polybench/bicg,task,475,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,475
polybench/bicg,task,477,main,False,['#pragma omp task'],True,False,True,477
polybench/bicg,task,477,main,False,['#pragma omp task'],True,False,True,477
polybench/bicg,task,477,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,477
polybench/bicg,task,476,main,False,['#pragma omp task'],True,False,True,476
polybench/bicg,task,476,main,False,['#pragma omp task'],True,False,True,476
polybench/bicg,task,476,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,476
polybench/bicg,task,476,main,False,['#pragma omp task'],True,False,True,476
polybench/bicg,task,476,main,False,['#pragma omp task'],True,False,True,476
polybench/bicg,task,476,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,476
polybench/bicg,task,477,main,False,['#pragma omp task'],True,False,True,477
polybench/bicg,task,477,main,False,['#pragma omp task'],True,False,True,477
polybench/bicg,task,477,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,477
polybench/bicg,task,478,main,False,['#pragma omp task'],True,False,True,478
polybench/bicg,task,478,main,False,['#pragma omp task'],True,False,True,478
polybench/bicg,task,478,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,478
polybench/bicg,task,479,main,False,['#pragma omp task'],True,False,True,479
polybench/bicg,task,479,main,False,['#pragma omp task'],True,False,True,479
polybench/bicg,task,479,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,479
polybench/bicg,do_all,475,main,True,#pragma omp parallel for,True,False,True,475
polybench/bicg,do_all,476,main,True,#pragma omp parallel for,True,False,True,476
polybench/bicg,do_all,477,main,True,#pragma omp parallel for,True,False,True,477
polybench/bicg,do_all,478,main,True,#pragma omp parallel for,True,False,True,478
polybench/bicg,do_all,479,main,True,#pragma omp parallel for,True,False,True,479
polybench/bicg,do_all,395,init_array,True,#pragma omp parallel for,False,True,False,395
polybench/bicg,do_all,399,init_array,True,#pragma omp parallel for,False,True,False,399
polybench/bicg,do_all,397,init_array,True,#pragma omp parallel for,False,True,False,397
polybench/bicg,do_all,438,kernel_bicg,True,#pragma omp parallel for,False,False,False,438
polybench/bicg,do_all,415,print_array,True,#pragma omp parallel for,False,True,False,415
polybench/bicg,do_all,419,print_array,True,#pragma omp parallel for,False,True,False,419
polybench/cholesky,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/cholesky,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/cholesky,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/cholesky,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/cholesky,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/cholesky,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/cholesky,task,441,main,False,['#pragma omp task'],True,False,False,483
polybench/cholesky,task,441,main,False,['#pragma omp task'],True,False,False,483
polybench/cholesky,task,441,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,483
polybench/cholesky,task,447,main,False,['#pragma omp task'],True,False,False,448
polybench/cholesky,task,447,main,False,['#pragma omp task'],True,False,False,448
polybench/cholesky,task,447,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,448
polybench/cholesky,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/cholesky,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/cholesky,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/cholesky,task,455,main,False,['#pragma omp task'],True,False,False,455
polybench/cholesky,task,455,main,False,['#pragma omp task'],True,False,False,455
polybench/cholesky,task,455,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,455
polybench/cholesky,task,459,main,False,['#pragma omp task'],True,False,True,459
polybench/cholesky,task,459,main,False,['#pragma omp task'],True,False,True,459
polybench/cholesky,task,459,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,459
polybench/cholesky,task,458,main,False,['#pragma omp task'],True,False,True,458
polybench/cholesky,task,458,main,False,['#pragma omp task'],True,False,True,458
polybench/cholesky,task,458,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,458
polybench/cholesky,task,459,main,False,['#pragma omp task'],True,False,True,459
polybench/cholesky,task,459,main,False,['#pragma omp task'],True,False,True,459
polybench/cholesky,task,459,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,459
polybench/cholesky,task,458,main,False,['#pragma omp task'],True,False,True,458
polybench/cholesky,task,458,main,False,['#pragma omp task'],True,False,True,458
polybench/cholesky,task,458,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,True,458
polybench/cholesky,do_all,458,main,True,#pragma omp parallel for,True,False,True,458
polybench/cholesky,do_all,459,main,True,#pragma omp parallel for,True,False,True,459
polybench/cholesky,do_all,391,init_array,True,#pragma omp parallel for,False,True,False,391
polybench/cholesky,do_all,388,init_array,True,#pragma omp parallel for,False,True,False,388
polybench/cholesky,do_all,407,print_array,True,#pragma omp parallel for,False,True,False,407
polybench/cholesky,do_all,406,print_array,True,#pragma omp parallel for,False,True,False,406
polybench/cholesky,reduction,427,kernel_cholesky,True,#pragma omp parallel for,False,False,False,427
polybench/cholesky,reduction,433,kernel_cholesky,True,#pragma omp parallel for,False,False,False,433
polybench/correlation,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/correlation,task,228,xmalloc,False,['#pragma omp task'],False,True,False,228
polybench/correlation,task,228,xmalloc,True,"['#pragma omp parallel', '#pragma omp single']",False,True,False,228
polybench/correlation,task,483,main,False,['#pragma omp task'],True,False,False,536
polybench/correlation,task,483,main,False,['#pragma omp task'],True,False,False,536
polybench/correlation,task,483,main,True,"['#pragma omp parallel', '#pragma omp single']",True,False,False,536
polybench/correlation,do_all,503,main,True,#pragma omp parallel for,True,False,True,503
polybench/correlation,do_all,504,main,True,#pragma omp parallel for,True,False,True,504
polybench/correlation,do_all,505,main,True,#pragma omp parallel for,True,False,True,505
polybench/correlation,do_all,506,main,True,#pragma omp parallel for,True,False,True,506
