benchmark,kind,line,function,applicable,pragma,in_main,in_excluded_function,on_scaffolding,end
polybench/2mm,task,134,main,False,['#pragma omp task'],True,True,True,134
polybench/2mm,task,134,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,134
polybench/2mm,task,134,main,False,['#pragma omp task'],True,True,True,134
polybench/2mm,task,134,main,False,['#pragma omp task'],True,True,True,134
polybench/2mm,task,134,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,134
polybench/2mm,task,132,main,False,['#pragma omp task'],True,True,True,132
polybench/2mm,task,132,main,False,['#pragma omp task'],True,True,True,132
polybench/2mm,task,132,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,132
polybench/2mm,task,132,main,False,['#pragma omp task'],True,True,True,132
polybench/2mm,task,132,main,False,['#pragma omp task'],True,True,True,132
polybench/2mm,task,132,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,132
polybench/2mm,task,131,main,False,['#pragma omp task'],True,True,True,131
polybench/2mm,task,131,main,False,['#pragma omp task'],True,True,True,131
polybench/2mm,task,131,main,True,"['#pragma omp parallel', '#pragma omp single']",True,True,True,131
polybench/2mm,do_all,131,main,True,#pragma omp parallel for,True,True,True,131
polybench/2mm,do_all,132,main,True,#pragma omp parallel for,True,True,True,132
polybench/2mm,do_all,133,main,True,#pragma omp parallel for,True,True,True,133
polybench/2mm,do_all,134,main,True,#pragma omp parallel for,True,True,True,134
polybench/2mm,do_all,135,main,True,#pragma omp parallel for,True,True,True,135
polybench/2mm,do_all,37,init_array,True,#pragma omp parallel for,False,True,False,37
polybench/2mm,do_all,36,init_array,True,#pragma omp parallel for,False,True,False,36
polybench/2mm,do_all,40,init_array,True,#pragma omp parallel for,False,True,False,40
polybench/2mm,do_all,39,init_array,True,#pragma omp parallel for,False,True,False,39
polybench/2mm,do_all,43,init_array,True,#pragma omp parallel for,False,True,False,43
polybench/2mm,do_all,42,init_array,True,#pragma omp parallel for,False,True,False,42
polybench/2mm,do_all,46,init_array,True,#pragma omp parallel for,False,True,False,46
polybench/2mm,do_all,45,init_array,True,#pragma omp parallel for,False,True,False,45
polybench/2mm,do_all,88,kernel_2mm,True,#pragma omp parallel for,False,False,False,88
polybench/2mm,do_all,85,kernel_2mm,True,#pragma omp parallel for,False,False,False,85
polybench/2mm,do_all,84,kernel_2mm,True,#pragma omp parallel for,False,False,False,84
polybench/2mm,do_all,95,kernel_2mm,True,#pragma omp parallel for,False,False,False,95
polybench/2mm,do_all,92,kernel_2mm,True,#pragma omp parallel for,False,False,False,92
polybench/2mm,do_all,91,kernel_2mm,True,#pragma omp parallel for,False,False,False,91
polybench/2mm,do_all,60,print_array,True,#pragma omp parallel for,False,True,False,60
polybench/2mm,do_all,59,print_array,True,#pragma omp parallel for,False,True,False,59
polybench/2mm,do_all,88,polybench_flush_cache,True,#pragma omp parallel for,False,True,False,88
